VALOR,;VIGENCIADESDE;VIGENCIAHASTA
$2,274.06,;8/12/05;9/12/05
$2,274.19,;7/12/05;7/12/05
$2,274.10,;6/12/05;6/12/05
$2,274.39,;3/12/05;5/12/05
$2,272.95,;2/12/05;2/12/05
$2,274.71,;1/12/05;1/12/05
$2,274.04,;30/11/05;30/11/05
$2,273.08,;29/11/05;29/11/05
$2,275.40,;26/11/05;28/11/05
$2,277.92,;24/11/05;25/11/05
$2,278.48,;23/11/05;23/11/05
$2,276.64,;22/11/05;22/11/05
$2,277.73,;19/11/05;21/11/05
$2,277.99,;18/11/05;18/11/05
$2,278.23,;17/11/05;17/11/05
$2,280.43,;16/11/05;16/11/05
$2,280.19,;11/11/05;15/11/05
$2,280.94,;10/11/05;10/11/05
$2,282.67,;9/11/05;9/11/05
$2,282.76,;5/11/05;8/11/05
$2,283.78,;4/11/05;4/11/05
$2,285.24,;3/11/05;3/11/05
$2,285.83,;2/11/05;2/11/05
$2,287.51,;1/11/05;1/11/05
$2,289.57,;29/10/05;31/10/05
$2,289.87,;28/10/05;28/10/05
$2,288.52,;27/10/05;27/10/05
$2,284.05,;26/10/05;26/10/05
$2,285.37,;25/10/05;25/10/05
$2,288.69,;22/10/05;24/10/05
$2,289.15,;21/10/05;21/10/05
$2,283.96,;20/10/05;20/10/05
$2,288.69,;19/10/05;19/10/05
$2,294.75,;15/10/05;18/10/05
$2,298.99,;14/10/05;14/10/05
$2,299.47,;13/10/05;13/10/05
$2,299.94,;12/10/05;12/10/05
$2,303.01,;8/10/05;11/10/05
$2,302.79,;7/10/05;7/10/05
$2,294.12,;6/10/05;6/10/05
$2,289.79,;5/10/05;5/10/05
$2,289.13,;4/10/05;4/10/05
$2,288.22,;1/10/05;3/10/05
$2,289.61,;30/09/05;30/09/05
$2,293.29,;29/09/05;29/09/05
$2,290.74,;28/09/05;28/09/05
$2,289.18,;27/09/05;27/09/05
$2,290.03,;24/09/05;26/09/05
$2,292.59,;23/09/05;23/09/05
$2,291.05,;22/09/05;22/09/05
$2,300.58,;21/09/05;21/09/05
$2,295.57,;20/09/05;20/09/05
$2,301.99,;17/09/05;19/09/05
$2,299.82,;16/09/05;16/09/05
$2,290.02,;15/09/05;15/09/05
$2,295.02,;14/09/05;14/09/05
$2,306.71,;13/09/05;13/09/05
$2,305.09,;10/09/05;12/09/05
$2,289.30,;9/09/05;9/09/05
$2,279.95,;8/09/05;8/09/05
$2,286.61,;7/09/05;7/09/05
$2,295.31,;3/09/05;6/09/05
$2,298.85,;2/09/05;2/09/05
$2,302.78,;1/09/05;1/09/05
$2,304.30,;31/08/05;31/08/05
$2,305.15,;30/08/05;30/08/05
$2,306.71,;27/08/05;29/08/05
$2,305.87,;26/08/05;26/08/05
$2,305.05,;25/08/05;25/08/05
$2,302.59,;24/08/05;24/08/05
$2,304.26,;23/08/05;23/08/05
$2,309.83,;20/08/05;22/08/05
$2,307.45,;19/08/05;19/08/05
$2,303.20,;18/08/05;18/08/05
$2,301.74,;17/08/05;17/08/05
$2,308.38,;13/08/05;16/08/05
$2,313.52,;12/08/05;12/08/05
$2,299.75,;11/08/05;11/08/05
$2,305.63,;10/08/05;10/08/05
$2,308.30,;9/08/05;9/08/05
$2,307.69,;6/08/05;8/08/05
$2,307.40,;5/08/05;5/08/05
$2,306.51,;4/08/05;4/08/05
$2,305.95,;3/08/05;3/08/05
$2,308.42,;2/08/05;2/08/05
$2,308.49,;30/07/05;1/08/05
$2,311.43,;29/07/05;29/07/05
$2,313.84,;28/07/05;28/07/05
$2,316.93,;27/07/05;27/07/05
$2,315.39,;26/07/05;26/07/05
$2,316.42,;23/07/05;25/07/05
$2,312.82,;22/07/05;22/07/05
$2,312.73,;20/07/05;21/07/05
$2,320.26,;19/07/05;19/07/05
$2,332.07,;16/07/05;18/07/05
$2,329.40,;15/07/05;15/07/05
$2,326.09,;14/07/05;14/07/05
$2,323.08,;13/07/05;13/07/05
$2,324.37,;12/07/05;12/07/05
$2,330.72,;9/07/05;11/07/05
$2,332.70,;8/07/05;8/07/05
$2,338.86,;7/07/05;7/07/05
$2,338.17,;6/07/05;6/07/05
$2,324.69,;2/07/05;5/07/05
$2,324.22,;1/07/05;1/07/05
$2,331.81,;30/06/05;30/06/05
$2,327.90,;29/06/05;29/06/05
$2,323.19,;28/06/05;28/06/05
$2,320.29,;25/06/05;27/06/05
$2,319.27,;24/06/05;24/06/05
$2,316.45,;23/06/05;23/06/05
$2,314.89,;22/06/05;22/06/05
$2,319.11,;21/06/05;21/06/05
$2,322.05,;18/06/05;20/06/05
$2,326.43,;17/06/05;17/06/05
$2,330.33,;16/06/05;16/06/05
$2,334.27,;15/06/05;15/06/05
$2,345.60,;14/06/05;14/06/05
$2,349.17,;11/06/05;13/06/05
$2,361.41,;10/06/05;10/06/05
$2,347.83,;9/06/05;9/06/05
$2,331.38,;8/06/05;8/06/05
$2,330.93,;4/06/05;7/06/05
$2,336.65,;3/06/05;3/06/05
$2,339.67,;2/06/05;2/06/05
$2,338.89,;1/06/05;1/06/05
$2,332.79,;28/05/05;31/05/05
$2,330.79,;27/05/05;27/05/05
$2,329.35,;26/05/05;26/05/05
$2,328.69,;25/05/05;25/05/05
$2,329.05,;24/05/05;24/05/05
$2,337.00,;21/05/05;23/05/05
$2,336.99,;20/05/05;20/05/05
$2,339.44,;19/05/05;19/05/05
$2,341.72,;18/05/05;18/05/05
$2,347.25,;17/05/05;17/05/05
$2,348.69,;14/05/05;16/05/05
$2,344.00,;13/05/05;13/05/05
$2,340.99,;12/05/05;12/05/05
$2,339.77,;11/05/05;11/05/05
$2,339.06,;7/05/05;10/05/05
$2,338.44,;6/05/05;6/05/05
$2,337.08,;5/05/05;5/05/05
$2,345.45,;4/05/05;4/05/05
$2,349.59,;3/05/05;3/05/05
$2,348.32,;30/04/05;2/05/05
$2,344.87,;29/04/05;29/04/05
$2,338.07,;28/04/05;28/04/05
$2,342.56,;27/04/05;27/04/05
$2,343.97,;26/04/05;26/04/05
$2,336.25,;23/04/05;25/04/05
$2,336.35,;22/04/05;22/04/05
$2,344.45,;21/04/05;21/04/05
$2,355.64,;20/04/05;20/04/05
$2,363.30,;19/04/05;19/04/05
$2,363.96,;16/04/05;18/04/05
$2,346.09,;15/04/05;15/04/05
$2,328.74,;14/04/05;14/04/05
$2,335.40,;13/04/05;13/04/05
$2,331.95,;12/04/05;12/04/05
$2,349.80,;9/04/05;11/04/05
$2,353.16,;8/04/05;8/04/05
$2,362.28,;7/04/05;7/04/05
$2,369.67,;6/04/05;6/04/05
$2,374.47,;5/04/05;5/04/05
$2,365.98,;2/04/05;4/04/05
$2,363.23,;1/04/05;1/04/05
$2,376.48,;31/03/05;31/03/05
$2,393.32,;30/03/05;30/03/05
$2,397.25,;29/03/05;29/03/05
$2,382.30,;24/03/05;28/03/05
$2,361.78,;23/03/05;23/03/05
$2,371.43,;19/03/05;22/03/05
$2,374.46,;18/03/05;18/03/05
$2,386.47,;17/03/05;17/03/05
$2,362.36,;16/03/05;16/03/05
$2,346.71,;15/03/05;15/03/05
$2,332.72,;12/03/05;14/03/05
$2,340.34,;11/03/05;11/03/05
$2,334.11,;10/03/05;10/03/05
$2,325.69,;9/03/05;9/03/05
$2,324.89,;8/03/05;8/03/05
$2,338.93,;5/03/05;7/03/05
$2,333.70,;4/03/05;4/03/05
$2,333.65,;3/03/05;3/03/05
$2,329.67,;2/03/05;2/03/05
$2,327.98,;1/03/05;1/03/05
$2,323.77,;26/02/05;28/02/05
$2,308.70,;25/02/05;25/02/05
$2,308.58,;24/02/05;24/02/05
$2,311.83,;23/02/05;23/02/05
$2,318.12,;19/02/05;22/02/05
$2,327.45,;18/02/05;18/02/05
$2,331.70,;17/02/05;17/02/05
$2,330.62,;16/02/05;16/02/05
$2,338.27,;15/02/05;15/02/05
$2,346.04,;12/02/05;14/02/05
$2,344.94,;11/02/05;11/02/05
$2,358.61,;10/02/05;10/02/05
$2,364.16,;9/02/05;9/02/05
$2,365.79,;8/02/05;8/02/05
$2,361.92,;5/02/05;7/02/05
$2,365.08,;4/02/05;4/02/05
$2,364.13,;3/02/05;3/02/05
$2,358.16,;2/02/05;2/02/05
$2,363.75,;1/02/05;1/02/05
$2,367.76,;29/01/05;31/01/05
$2,372.63,;28/01/05;28/01/05
$2,370.95,;27/01/05;27/01/05
$2,370.08,;26/01/05;26/01/05
$2,370.77,;25/01/05;25/01/05
$2,373.86,;22/01/05;24/01/05
$2,381.54,;21/01/05;21/01/05
$2,363.69,;20/01/05;20/01/05
$2,371.77,;19/01/05;19/01/05
$2,351.23,;15/01/05;18/01/05
$2,340.42,;14/01/05;14/01/05
$2,358.64,;13/01/05;13/01/05
$2,380.96,;12/01/05;12/01/05
$2,358.54,;8/01/05;11/01/05
$2,386.67,;7/01/05;7/01/05
$2,344.45,;6/01/05;6/01/05
$2,315.45,;5/01/05;5/01/05
$2,338.84,;4/01/05;4/01/05
$2,389.75,;31/12/04;3/01/05
$2,412.10,;30/12/04;30/12/04
$2,415.37,;29/12/04;29/12/04
$2,385.32,;28/12/04;28/12/04
$2,375.99,;25/12/04;27/12/04
$2,404.40,;24/12/04;24/12/04
$2,381.03,;23/12/04;23/12/04
$2,316.12,;22/12/04;22/12/04
$2,329.79,;21/12/04;21/12/04
$2,361.46,;18/12/04;20/12/04
$2,365.75,;17/12/04;17/12/04
$2,376.37,;16/12/04;16/12/04
$2,385.10,;15/12/04;15/12/04
$2,416.29,;14/12/04;14/12/04
$2,440.72,;11/12/04;13/12/04
$2,464.19,;10/12/04;10/12/04
$2,455.12,;8/12/04;9/12/04
$2,466.71,;7/12/04;7/12/04
$2,475.23,;4/12/04;6/12/04
$2,481.93,;3/12/04;3/12/04
$2,472.12,;2/12/04;2/12/04
$2,479.18,;1/12/04;1/12/04
$2,479.10,;30/11/04;30/11/04
$2,484.36,;27/11/04;29/11/04
$2,501.88,;25/11/04;26/11/04
$2,509.79,;24/11/04;24/11/04
$2,521.81,;23/11/04;23/11/04
$2,517.86,;20/11/04;22/11/04
$2,515.32,;19/11/04;19/11/04
$2,523.41,;18/11/04;18/11/04
$2,535.89,;17/11/04;17/11/04
$2,541.98,;13/11/04;16/11/04
$2,540.47,;11/11/04;12/11/04
$2,542.20,;10/11/04;10/11/04
$2,544.65,;9/11/04;9/11/04
$2,547.79,;6/11/04;8/11/04
$2,550.37,;5/11/04;5/11/04
$2,561.28,;4/11/04;4/11/04
$2,568.08,;3/11/04;3/11/04
$2,575.19,;30/10/04;2/11/04
$2,585.80,;29/10/04;29/10/04
$2,579.59,;28/10/04;28/10/04
$2,582.39,;27/10/04;27/10/04
$2,568.11,;26/10/04;26/10/04
$2,553.02,;23/10/04;25/10/04
$2,555.26,;22/10/04;22/10/04
$2,561.33,;21/10/04;21/10/04
$2,556.18,;20/10/04;20/10/04
$2,562.56,;16/10/04;19/10/04
$2,549.10,;15/10/04;15/10/04
$2,553.07,;14/10/04;14/10/04
$2,558.04,;13/10/04;13/10/04
$2,583.74,;9/10/04;12/10/04
$2,601.70,;8/10/04;8/10/04
$2,603.34,;7/10/04;7/10/04
$2,608.36,;6/10/04;6/10/04
$2,629.65,;5/10/04;5/10/04
$2,630.81,;2/10/04;4/10/04
$2,608.30,;1/10/04;1/10/04
$2,595.17,;30/09/04;30/09/04
$2,596.28,;29/09/04;29/09/04
$2,600.64,;28/09/04;28/09/04
$2,602.20,;25/09/04;27/09/04
$2,567.83,;24/09/04;24/09/04
$2,560.66,;23/09/04;23/09/04
$2,561.20,;22/09/04;22/09/04
$2,548.20,;21/09/04;21/09/04
$2,518.30,;18/09/04;20/09/04
$2,522.57,;17/09/04;17/09/04
$2,536.40,;16/09/04;16/09/04
$2,521.77,;15/09/04;15/09/04
$2,525.12,;14/09/04;14/09/04
$2,535.29,;11/09/04;13/09/04
$2,523.08,;10/09/04;10/09/04
$2,536.00,;9/09/04;9/09/04
$2,552.74,;8/09/04;8/09/04
$2,564.89,;4/09/04;7/09/04
$2,552.78,;3/09/04;3/09/04
$2,538.59,;2/09/04;2/09/04
$2,536.51,;1/09/04;1/09/04
$2,551.43,;31/08/04;31/08/04
$2,574.49,;28/08/04;30/08/04
$2,568.68,;27/08/04;27/08/04
$2,575.51,;26/08/04;26/08/04
$2,589.25,;25/08/04;25/08/04
$2,595.75,;24/08/04;24/08/04
$2,606.57,;21/08/04;23/08/04
$2,607.62,;20/08/04;20/08/04
$2,609.88,;19/08/04;19/08/04
$2,608.88,;18/08/04;18/08/04
$2,609.92,;14/08/04;17/08/04
$2,614.97,;13/08/04;13/08/04
$2,606.93,;12/08/04;12/08/04
$2,598.98,;11/08/04;11/08/04
$2,597.71,;10/08/04;10/08/04
$2,602.91,;7/08/04;9/08/04
$2,609.61,;6/08/04;6/08/04
$2,609.39,;5/08/04;5/08/04
$2,605.85,;4/08/04;4/08/04
$2,613.58,;3/08/04;3/08/04
$2,612.44,;31/07/04;2/08/04
$2,619.55,;30/07/04;30/07/04
$2,634.44,;29/07/04;29/07/04
$2,639.72,;28/07/04;28/07/04
$2,636.32,;27/07/04;27/07/04
$2,628.46,;24/07/04;26/07/04
$2,619.84,;23/07/04;23/07/04
$2,633.14,;22/07/04;22/07/04
$2,632.64,;20/07/04;21/07/04
$2,628.30,;17/07/04;19/07/04
$2,642.78,;16/07/04;16/07/04
$2,662.19,;15/07/04;15/07/04
$2,674.41,;14/07/04;14/07/04
$2,670.01,;13/07/04;13/07/04
$2,668.83,;10/07/04;12/07/04
$2,677.42,;9/07/04;9/07/04
$2,675.05,;8/07/04;8/07/04
$2,672.95,;7/07/04;7/07/04
$2,674.10,;3/07/04;6/07/04
$2,682.25,;2/07/04;2/07/04
$2,694.09,;1/07/04;1/07/04
$2,699.58,;30/06/04;30/06/04
$2,695.02,;29/06/04;29/06/04
$2,697.08,;26/06/04;28/06/04
$2,702.60,;25/06/04;25/06/04
$2,715.53,;24/06/04;24/06/04
$2,709.30,;23/06/04;23/06/04
$2,710.99,;19/06/04;22/06/04
$2,713.07,;18/06/04;18/06/04
$2,725.87,;17/06/04;17/06/04
$2,735.05,;16/06/04;16/06/04
$2,734.94,;12/06/04;15/06/04
$2,732.40,;11/06/04;11/06/04
$2,719.34,;10/06/04;10/06/04
$2,705.97,;9/06/04;9/06/04
$2,707.33,;8/06/04;8/06/04
$2,715.37,;5/06/04;7/06/04
$2,722.69,;4/06/04;4/06/04
$2,727.68,;3/06/04;3/06/04
$2,736.39,;2/06/04;2/06/04
$2,724.92,;29/05/04;1/06/04
$2,745.91,;28/05/04;28/05/04
$2,754.83,;27/05/04;27/05/04
$2,760.06,;26/05/04;26/05/04
$2,766.83,;22/05/04;25/05/04
$2,759.79,;21/05/04;21/05/04
$2,737.55,;20/05/04;20/05/04
$2,725.45,;19/05/04;19/05/04
$2,713.30,;18/05/04;18/05/04
$2,719.89,;15/05/04;17/05/04
$2,741.66,;14/05/04;14/05/04
$2,729.01,;13/05/04;13/05/04
$2,729.54,;12/05/04;12/05/04
$2,731.79,;11/05/04;11/05/04
$2,708.02,;8/05/04;10/05/04
$2,690.68,;7/05/04;7/05/04
$2,658.43,;6/05/04;6/05/04
$2,664.79,;5/05/04;5/05/04
$2,670.92,;4/05/04;4/05/04
$2,655.18,;1/05/04;3/05/04
$2,646.99,;30/04/04;30/04/04
$2,635.96,;29/04/04;29/04/04
$2,620.97,;28/04/04;28/04/04
$2,613.94,;27/04/04;27/04/04
$2,622.74,;24/04/04;26/04/04
$2,618.21,;23/04/04;23/04/04
$2,628.19,;22/04/04;22/04/04
$2,620.94,;21/04/04;21/04/04
$2,612.30,;20/04/04;20/04/04
$2,620.19,;17/04/04;19/04/04
$2,619.59,;16/04/04;16/04/04
$2,631.72,;15/04/04;15/04/04
$2,642.55,;14/04/04;14/04/04
$2,648.80,;13/04/04;13/04/04
$2,659.05,;8/04/04;12/04/04
$2,663.05,;7/04/04;7/04/04
$2,667.06,;6/04/04;6/04/04
$2,666.55,;3/04/04;5/04/04
$2,671.01,;2/04/04;2/04/04
$2,682.09,;1/04/04;1/04/04
$2,678.16,;31/03/04;31/03/04
$2,676.93,;30/03/04;30/03/04
$2,673.68,;27/03/04;29/03/04
$2,679.33,;26/03/04;26/03/04
$2,667.05,;25/03/04;25/03/04
$2,664.50,;24/03/04;24/03/04
$2,669.39,;20/03/04;23/03/04
$2,669.07,;19/03/04;19/03/04
$2,650.21,;18/03/04;18/03/04
$2,648.97,;17/03/04;17/03/04
$2,661.45,;16/03/04;16/03/04
$2,669.48,;13/03/04;15/03/04
$2,683.08,;12/03/04;12/03/04
$2,685.17,;11/03/04;11/03/04
$2,679.22,;10/03/04;10/03/04
$2,675.65,;9/03/04;9/03/04
$2,673.29,;6/03/04;8/03/04
$2,676.41,;5/03/04;5/03/04
$2,670.97,;4/03/04;4/03/04
$2,660.42,;3/03/04;3/03/04
$2,662.81,;2/03/04;2/03/04
$2,682.34,;28/02/04;1/03/04
$2,686.54,;27/02/04;27/02/04
$2,664.30,;26/02/04;26/02/04
$2,651.94,;25/02/04;25/02/04
$2,665.83,;24/02/04;24/02/04
$2,700.19,;21/02/04;23/02/04
$2,693.84,;20/02/04;20/02/04
$2,697.66,;19/02/04;19/02/04
$2,715.20,;18/02/04;18/02/04
$2,724.36,;14/02/04;17/02/04
$2,736.42,;13/02/04;13/02/04
$2,736.94,;12/02/04;12/02/04
$2,735.50,;11/02/04;11/02/04
$2,741.17,;10/02/04;10/02/04
$2,757.14,;7/02/04;9/02/04
$2,748.90,;6/02/04;6/02/04
$2,750.67,;5/02/04;5/02/04
$2,747.28,;4/02/04;4/02/04
$2,738.15,;3/02/04;3/02/04
$2,742.47,;31/01/04;2/02/04
$2,740.55,;30/01/04;30/01/04
$2,721.56,;29/01/04;29/01/04
$2,736.28,;28/01/04;28/01/04
$2,766.89,;27/01/04;27/01/04
$2,747.72,;24/01/04;26/01/04
$2,742.88,;23/01/04;23/01/04
$2,740.76,;22/01/04;22/01/04
$2,730.75,;21/01/04;21/01/04
$2,728.70,;17/01/04;20/01/04
$2,723.83,;16/01/04;16/01/04
$2,747.06,;15/01/04;15/01/04
$2,762.31,;14/01/04;14/01/04
$2,754.33,;10/01/04;13/01/04
$2,750.89,;9/01/04;9/01/04
$2,758.83,;8/01/04;8/01/04
$2,765.76,;7/01/04;7/01/04
$2,778.92,;6/01/04;6/01/04
$2,777.96,;3/01/04;5/01/04
$2,778.21,;1/01/04;2/01/04
$2,778.21,;31/12/03;31/12/03
$2,780.82,;30/12/03;30/12/03
$2,795.21,;27/12/03;29/12/03
$2,796.89,;25/12/03;26/12/03
$2,806.33,;24/12/03;24/12/03
$2,809.09,;23/12/03;23/12/03
$2,806.89,;20/12/03;22/12/03
$2,801.67,;19/12/03;19/12/03
$2,795.21,;18/12/03;18/12/03
$2,793.06,;17/12/03;17/12/03
$2,807.25,;16/12/03;16/12/03
$2,812.81,;13/12/03;15/12/03
$2,808.31,;12/12/03;12/12/03
$2,815.45,;11/12/03;11/12/03
$2,822.78,;10/12/03;10/12/03
$2,808.42,;6/12/03;9/12/03
$2,815.33,;5/12/03;5/12/03
$2,815.19,;4/12/03;4/12/03
$2,817.14,;3/12/03;3/12/03
$2,829.08,;2/12/03;2/12/03
$2,836.05,;29/11/03;1/12/03
$2,838.70,;27/11/03;28/11/03
$2,839.20,;26/11/03;26/11/03
$2,838.02,;25/11/03;25/11/03
$2,836.45,;22/11/03;24/11/03
$2,831.10,;21/11/03;21/11/03
$2,826.60,;20/11/03;20/11/03
$2,831.97,;19/11/03;19/11/03
$2,842.53,;15/11/03;18/11/03
$2,850.24,;14/11/03;14/11/03
$2,845.69,;13/11/03;13/11/03
$2,840.41,;11/11/03;12/11/03
$2,843.82,;8/11/03;10/11/03
$2,854.17,;7/11/03;7/11/03
$2,856.34,;6/11/03;6/11/03
$2,869.46,;5/11/03;5/11/03
$2,878.05,;1/11/03;4/11/03
$2,884.17,;31/10/03;31/10/03
$2,870.11,;30/10/03;30/10/03
$2,879.34,;29/10/03;29/10/03
$2,882.77,;28/10/03;28/10/03
$2,857.88,;25/10/03;27/10/03
$2,872.55,;24/10/03;24/10/03
$2,870.01,;23/10/03;23/10/03
$2,864.25,;22/10/03;22/10/03
$2,864.34,;21/10/03;21/10/03
$2,865.04,;18/10/03;20/10/03
$2,867.75,;17/10/03;17/10/03
$2,873.70,;16/10/03;16/10/03
$2,865.32,;15/10/03;15/10/03
$2,868.85,;11/10/03;14/10/03
$2,878.39,;10/10/03;10/10/03
$2,887.59,;9/10/03;9/10/03
$2,868.91,;8/10/03;8/10/03
$2,872.70,;7/10/03;7/10/03
$2,881.88,;4/10/03;6/10/03
$2,905.12,;3/10/03;3/10/03
$2,907.41,;2/10/03;2/10/03
$2,888.21,;1/10/03;1/10/03
$2,889.39,;30/09/03;30/09/03
$2,879.32,;27/09/03;29/09/03
$2,871.39,;26/09/03;26/09/03
$2,872.30,;25/09/03;25/09/03
$2,866.42,;24/09/03;24/09/03
$2,859.37,;23/09/03;23/09/03
$2,844.64,;20/09/03;22/09/03
$2,833.64,;19/09/03;19/09/03
$2,823.28,;18/09/03;18/09/03
$2,823.79,;17/09/03;17/09/03
$2,824.53,;16/09/03;16/09/03
$2,824.88,;13/09/03;15/09/03
$2,829.82,;12/09/03;12/09/03
$2,825.28,;11/09/03;11/09/03
$2,820.20,;10/09/03;10/09/03
$2,822.85,;9/09/03;9/09/03
$2,820.46,;6/09/03;8/09/03
$2,816.74,;5/09/03;5/09/03
$2,826.46,;4/09/03;4/09/03
$2,841.02,;3/09/03;3/09/03
$2,832.94,;30/08/03;2/09/03
$2,846.26,;29/08/03;29/08/03
$2,850.89,;28/08/03;28/08/03
$2,848.86,;27/08/03;27/08/03
$2,843.66,;26/08/03;26/08/03
$2,841.25,;23/08/03;25/08/03
$2,853.56,;22/08/03;22/08/03
$2,861.63,;21/08/03;21/08/03
$2,869.29,;20/08/03;20/08/03
$2,861.34,;16/08/03;19/08/03
$2,864.81,;15/08/03;15/08/03
$2,870.67,;14/08/03;14/08/03
$2,868.50,;13/08/03;13/08/03
$2,873.51,;12/08/03;12/08/03
$2,875.18,;9/08/03;11/08/03
$2,887.05,;7/08/03;8/08/03
$2,901.09,;6/08/03;6/08/03
$2,894.58,;5/08/03;5/08/03
$2,886.87,;2/08/03;4/08/03
$2,879.60,;1/08/03;1/08/03
$2,880.40,;31/07/03;31/07/03
$2,873.17,;30/07/03;30/07/03
$2,883.15,;29/07/03;29/07/03
$2,888.32,;26/07/03;28/07/03
$2,887.31,;25/07/03;25/07/03
$2,882.70,;24/07/03;24/07/03
$2,878.56,;23/07/03;23/07/03
$2,878.33,;22/07/03;22/07/03
$2,880.69,;19/07/03;21/07/03
$2,883.90,;18/07/03;18/07/03
$2,888.57,;17/07/03;17/07/03
$2,879.37,;16/07/03;16/07/03
$2,871.88,;15/07/03;15/07/03
$2,856.96,;12/07/03;14/07/03
$2,855.41,;11/07/03;11/07/03
$2,846.89,;10/07/03;10/07/03
$2,838.88,;9/07/03;9/07/03
$2,820.85,;8/07/03;8/07/03
$2,815.14,;4/07/03;7/07/03
$2,812.40,;3/07/03;3/07/03
$2,817.63,;2/07/03;2/07/03
$2,817.32,;28/06/03;1/07/03
$2,812.28,;27/06/03;27/06/03
$2,806.96,;26/06/03;26/06/03
$2,815.26,;25/06/03;25/06/03
$2,826.36,;21/06/03;24/06/03
$2,827.40,;20/06/03;20/06/03
$2,829.42,;19/06/03;19/06/03
$2,828.96,;18/06/03;18/06/03
$2,818.62,;17/06/03;17/06/03
$2,821.61,;14/06/03;16/06/03
$2,832.20,;13/06/03;13/06/03
$2,821.27,;12/06/03;12/06/03
$2,809.63,;11/06/03;11/06/03
$2,818.50,;10/06/03;10/06/03
$2,828.20,;7/06/03;9/06/03
$2,839.21,;6/06/03;6/06/03
$2,849.71,;5/06/03;5/06/03
$2,846.16,;4/06/03;4/06/03
$2,853.33,;31/05/03;3/06/03
$2,855.88,;30/05/03;30/05/03
$2,874.91,;29/05/03;29/05/03
$2,850.03,;28/05/03;28/05/03
$2,868.37,;27/05/03;27/05/03
$2,868.37,;24/05/03;26/05/03
$2,905.91,;23/05/03;23/05/03
$2,912.46,;22/05/03;22/05/03
$2,909.83,;21/05/03;21/05/03
$2,874.77,;20/05/03;20/05/03
$2,816.46,;17/05/03;19/05/03
$2,827.99,;16/05/03;16/05/03
$2,821.08,;15/05/03;15/05/03
$2,813.60,;14/05/03;14/05/03
$2,833.86,;13/05/03;13/05/03
$2,840.04,;10/05/03;12/05/03
$2,848.41,;9/05/03;9/05/03
$2,866.06,;8/05/03;8/05/03
$2,856.98,;7/05/03;7/05/03
$2,858.37,;6/05/03;6/05/03
$2,865.94,;3/05/03;5/05/03
$2,868.43,;1/05/03;2/05/03
$2,887.82,;30/04/03;30/04/03
$2,900.00,;29/04/03;29/04/03
$2,912.83,;26/04/03;28/04/03
$2,908.25,;25/04/03;25/04/03
$2,911.00,;24/04/03;24/04/03
$2,916.03,;23/04/03;23/04/03
$2,920.04,;22/04/03;22/04/03
$2,918.01,;17/04/03;21/04/03
$2,919.58,;16/04/03;16/04/03
$2,931.69,;15/04/03;15/04/03
$2,923.07,;12/04/03;14/04/03
$2,911.74,;11/04/03;11/04/03
$2,920.40,;10/04/03;10/04/03
$2,938.32,;9/04/03;9/04/03
$2,942.41,;8/04/03;8/04/03
$2,946.79,;5/04/03;7/04/03
$2,951.14,;4/04/03;4/04/03
$2,956.50,;3/04/03;3/04/03
$2,958.56,;2/04/03;2/04/03
$2,958.15,;1/04/03;1/04/03
$2,958.25,;29/03/03;31/03/03
$2,958.73,;28/03/03;28/03/03
$2,959.84,;27/03/03;27/03/03
$2,959.26,;26/03/03;26/03/03
$2,956.06,;22/03/03;25/03/03
$2,954.62,;21/03/03;21/03/03
$2,955.64,;20/03/03;20/03/03
$2,955.84,;19/03/03;19/03/03
$2,956.47,;18/03/03;18/03/03
$2,958.86,;15/03/03;17/03/03
$2,959.39,;14/03/03;14/03/03
$2,961.99,;13/03/03;13/03/03
$2,962.76,;12/03/03;12/03/03
$2,961.93,;11/03/03;11/03/03
$2,959.75,;8/03/03;10/03/03
$2,960.11,;7/03/03;7/03/03
$2,960.77,;6/03/03;6/03/03
$2,962.06,;5/03/03;5/03/03
$2,959.97,;4/03/03;4/03/03
$2,957.87,;1/03/03;3/03/03
$2,956.31,;28/02/03;28/02/03
$2,949.85,;27/02/03;27/02/03
$2,951.81,;26/02/03;26/02/03
$2,949.05,;25/02/03;25/02/03
$2,939.92,;22/02/03;24/02/03
$2,938.23,;21/02/03;21/02/03
$2,937.44,;20/02/03;20/02/03
$2,929.64,;19/02/03;19/02/03
$2,934.58,;18/02/03;18/02/03
$2,954.76,;15/02/03;17/02/03
$2,959.75,;14/02/03;14/02/03
$2,960.77,;13/02/03;13/02/03
$2,963.21,;12/02/03;12/02/03
$2,968.88,;11/02/03;11/02/03
$2,954.03,;8/02/03;10/02/03
$2,963.28,;7/02/03;7/02/03
$2,961.29,;6/02/03;6/02/03
$2,966.78,;5/02/03;5/02/03
$2,957.40,;4/02/03;4/02/03
$2,940.26,;1/02/03;3/02/03
$2,926.46,;31/01/03;31/01/03
$2,950.71,;30/01/03;30/01/03
$2,965.60,;29/01/03;29/01/03
$2,948.30,;28/01/03;28/01/03
$2,924.73,;25/01/03;27/01/03
$2,926.88,;24/01/03;24/01/03
$2,947.05,;23/01/03;23/01/03
$2,933.81,;22/01/03;22/01/03
$2,926.06,;21/01/03;21/01/03
$2,923.58,;18/01/03;20/01/03
$2,928.19,;17/01/03;17/01/03
$2,905.41,;16/01/03;16/01/03
$2,903.05,;15/01/03;15/01/03
$2,906.49,;14/01/03;14/01/03
